ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D13092, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D13092, 11/5/2012, EFT, CREDIT, -249.00, 750.00
D13092, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D13092, 12/6/2012, EFT, CREDIT, -249.00, 750.00
D13092, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D13092, 1/7/2013, EFT, CREDIT, -249.00, 750.00
D13092, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D13092, 2/5/2013, EFT, CREDIT, -249.00, 750.00
D13092, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D13092, 3/5/2013, EFT, CREDIT, -249.00, 750.00
D13092, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 775.00
D13092, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1024.00
D13092, 4/5/2013, EFT, CREDIT, -249.00, 775.00
D13092, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 800.00
D13092, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1049.00
D13092, 5/6/2013, EFT, CREDIT, -249.00, 800.00
D13092, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 825.00
D13092, 5/23/2013, WAIVE FINE, CREDIT, -750.00, 75.00
D13092, 5/23/2013, WAIVE LATE CHARGES, CREDIT, -50.00, 25.00
D13092, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D13092, 6/5/2013, EFT, CREDIT, -249.00, 25.00
D13092, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D13092, 7/5/2013, EFT, CREDIT, -249.00, 25.00
D13092, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D13092, 8/5/2013, EFT, CREDIT, -249.00, 25.00

D13093, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13093, 1/5/2012, 5773, CREDIT, -249.00, 0.00
D13093, 1/24/2012, 5795, CREDIT, -249.00, -249.00
D13093, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13093, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D13093, 3/29/2012, 5852, CREDIT, -249.00, 25.00
D13093, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D13093, 4/4/2012, 5863, CREDIT, -249.00, 25.00
D13093, 5/1/2012, 5897, CREDIT, -249.00, -224.00
D13093, 5/1/2012, 5894, CREDIT, -25.00, -249.00
D13093, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 5/23/2012, 5923, CREDIT, -249.00, -249.00
D13093, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 6/4/2012, WAIVE LATE CHARGE, CREDIT, -25.00, -25.00
D13093, 6/19/2012, 5951, CREDIT, -249.00, -274.00
D13093, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -25.00
D13093, 7/24/2012, 5980, CREDIT, -224.00, -249.00
D13093, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 8/28/2012, 6015, CREDIT, -249.00, -249.00
D13093, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 9/25/2012, 6040, CREDIT, -249.00, -249.00
D13093, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 10/26/2012, 6061, CREDIT, -249.00, -249.00
D13093, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 11/27/2012, 6092, CREDIT, -249.00, -249.00
D13093, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 12/26/2012, 6107, CREDIT, -249.00, -249.00
D13093, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 1/23/2013, 6132, CREDIT, -249.00, -249.00
D13093, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 2/26/2013, 6160, CREDIT, -249.00, -249.00
D13093, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 3/27/2013, 6181, CREDIT, -249.00, -249.00
D13093, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 4/23/2013, 6205, CREDIT, -249.00, -249.00
D13093, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 5/21/2013, 6229, CREDIT, -249.00, -249.00
D13093, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D13093, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13093, 7/2/2013, 6254, CREDIT, -249.00, 0.00
D13093, 7/23/2013, 6269, CREDIT, -249.00, -249.00
D13093, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D13094, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D13094, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D13094, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D13094, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D13094, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D13094, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D13094, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D13094, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D13094, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D13094, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D13094, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D13094, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D13094, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13094, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D13095, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D13095, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D13095, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D13095, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D13095, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D13095, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D13095, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D13095, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D13095, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D13095, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D13095, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D13095, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D13095, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13095, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D13096, 6/16/2011, POOL KEY, OTHER CHARGE, 5.00, 5.00
D13096, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D13096, 1/4/2012, 01565, CREDIT, -5.00, 249.00
D13096, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D13096, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D13096, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D13096, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D13096, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D13096, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D13096, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D13096, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D13096, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D13096, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D13096, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D13096, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D13096, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D13096, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D14091, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D14091, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D14091, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D14091, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D14091, 9/7/2012, RETURNED CHECK FEE, OTHER CHARGE, 20.00, 20.00
D14091, 9/7/2012, RTN-EFT, OTHER CHARGE, 249.00, 269.00
D14091, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 518.00
D14091, 10/5/2012, EFT, CREDIT, -249.00, 269.00
D14091, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 294.00
D14091, 10/19/2012, 0146, CREDIT, -269.00, 25.00
D14091, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D14091, 11/5/2012, EFT, CREDIT, -224.00, 50.00
D14091, 11/5/2012, EFT, CREDIT, -25.00, 25.00
D14091, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D14091, 12/6/2012, EFT, CREDIT, -249.00, 25.00
D14091, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D14091, 1/7/2013, EFT, CREDIT, -249.00, 25.00
D14091, 1/7/2013, 0157, CREDIT, -25.00, 0.00
D14091, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D14091, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D14091, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D14091, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D14091, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D14091, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D14091, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14091, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D14092, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D14092, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D14092, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D14092, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D14092, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D14092, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D14092, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D14092, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D14092, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D14092, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D14092, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14092, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D14092, 6/10/2013, TENNIS COURT KEY, OTHER CHARGE, 5.00, 5.00
D14092, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D14092, 7/5/2013, EFT, CREDIT, -249.00, 5.00
D14092, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D14092, 8/5/2013, EFT, CREDIT, -249.00, 5.00
D14092, 8/6/2013, 269269817, CREDIT, -5.00, 0.00

D14093, 12/8/2011, REPAIR: INVOICE # 120611, OTHER CHARGE, 975.00, 975.00
D14093, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1224.00
D14093, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 1249.00
D14093, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1498.00
D14093, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 1523.00
D14093, 2/22/2012, 0127, CREDIT, -293.00, 1230.00
D14093, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1479.00
D14093, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 1504.00
D14093, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1753.00
D14093, 4/9/2012, WEB8459943, CREDIT, -749.00, 1004.00
D14093, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 1029.00
D14093, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1278.00
D14093, 5/14/2012, WEB8932689, CREDIT, -500.00, 778.00
D14093, 5/15/2012, F/C, FINANCE CHARGE, 25.00, 803.00
D14093, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1052.00
D14093, 6/5/2012, WAIVE LATE CHARGES, CREDIT, -375.00, 677.00
D14093, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 702.00
D14093, 6/18/2012, WEB9397733, CREDIT, -300.00, 402.00
D14093, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 651.00
D14093, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 676.00
D14093, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 925.00
D14093, 8/9/2012, 0135, CREDIT, -275.00, 650.00
D14093, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 675.00
D14093, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 924.00
D14093, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 949.00
D14093, 9/26/2012, WB10953598, CREDIT, -924.00, 25.00
D14093, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D14093, 10/11/2012, WB11369657, CREDIT, -275.00, -1.00
D14093, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.00
D14093, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 273.00
D14093, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 522.00
D14093, 12/17/2012, F/C, FINANCE CHARGE, 25.00, 547.00
D14093, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 796.00
D14093, 1/15/2013, WB13175496, CREDIT, -547.00, 249.00
D14093, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D14093, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D14093, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 548.00
D14093, 2/22/2013, WB13933263, CREDIT, -295.00, 253.00
D14093, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 502.00
D14093, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 527.00
D14093, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 776.00
D14093, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 801.00
D14093, 4/25/2013, WB15321318, CREDIT, -776.00, 25.00
D14093, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D14093, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 299.00
D14093, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 548.00
D14093, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 573.00
D14093, 6/24/2013, WB16720431, CREDIT, -299.00, 274.00
D14093, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D14093, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 548.00
D14093, 7/30/2013, WB17603633, CREDIT, -275.00, 273.00
D14093, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 522.00

D14094, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D14094, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D14094, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D14094, 3/30/2012, 5149, CREDIT, -249.00, -249.00
D14094, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D14094, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 5/10/2012, 50144878, CREDIT, -249.00, 0.00
D14094, 5/10/2012, ENTRY DOOR KEY, OTHER CHARGE, 5.00, 5.00
D14094, 5/10/2012, TENNIS COURT KEY, OTHER CHARGE, 5.00, 10.00
D14094, 5/10/2012, POOL KEY, OTHER CHARGE, 5.00, 15.00
D14094, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 264.00
D14094, 6/11/2012, 0582, CREDIT, -264.00, 0.00
D14094, 6/28/2012, 0583, CREDIT, -249.00, -249.00
D14094, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D14094, 7/27/2012, 0586, CREDIT, -249.00, -249.00
D14094, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D14094, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 9/4/2012, 0587, CREDIT, -249.00, 0.00
D14094, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 10/9/2012, 0590, CREDIT, -249.00, 0.00
D14094, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 11/8/2012, 0621, CREDIT, -249.00, 0.00
D14094, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 12/7/2012, 0622, CREDIT, -249.00, 0.00
D14094, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D14094, 1/15/2013, 0623, CREDIT, -249.00, 0.00
D14094, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
